Size Id Time Ancestor
1 0   0.0 0
1 1  50.0 0
1 2  50.0 0
1 3  50.0 0
1 4  50.0 0
1 5  50.0 0
953 0  50.0 0
1 8 100.0 0
1 9 100.0 0
1 11 100.0 0
1 12 100.0 0
1 13 100.0 7
1 7 100.0 0
1 15 100.0 0
1 14 100.0 10
1 10 100.0 0
1 16 100.0 0
1 17 100.0 0
991 0 100.0 0
9 6 100.0 0
1 18 100.0 0
1 18 150.0 0
1 19 150.0 0
1 20 150.0 0
1 21 150.0 0
1 22 150.0 6
1 23 150.0 0
1 24 150.0 0
1 26 150.0 0
1 27 150.0 0
1 28 150.0 6
1 25 150.0 0
1 30 150.0 0
914 0 150.0 0
8 6 150.0 0
1 29 150.0 0
4 31 150.0 0
7 32 150.0 0
2 33 150.0 0
1 33 200.0 0
1 31 200.0 0
1 34 200.0 0
1 35 200.0 0
1 32 200.0 0
1 37 200.0 0
1 36 200.0 0
1 38 200.0 0
1 39 200.0 0
1 40 200.0 0
1 41 200.0 0
1 42 200.0 0
1 43 200.0 0
1 44 200.0 0
944 0 200.0 0
29 6 200.0 0
8 29 200.0 0
4 45 200.0 0
1 29 250.0 0
1 46 250.0 6
1 47 250.0 0
1 49 250.0 0
1 48 250.0 0
1 52 250.0 0
1 53 250.0 0
1 55 250.0 0
1 56 250.0 0
1 51 250.0 0
1 57 250.0 0
1 54 250.0 0
922 0 250.0 0
20 6 250.0 0
13 45 250.0 0
4 50 250.0 0
1 50 300.0 0
1 45 300.0 0
1 45 300.0 0
1 61 300.0 0
1 60 300.0 0
1 62 300.0 0
1 63 300.0 0
1 64 300.0 0
1 65 300.0 0
1 66 300.0 0
1 59 300.0 0
1 67 300.0 0
1 68 300.0 0
1 69 300.0 0
1 71 300.0 0
1 72 300.0 0
1 75 300.0 0
847 0 300.0 0
46 6 300.0 0
33 58 300.0 0
12 70 300.0 0
3 73 300.0 0
2 74 300.0 0
1 70 350.0 0
1 74 350.0 0
1 78 350.0 0
1 79 350.0 0
1 58 350.0 0
1 73 350.0 0
1 83 350.0 0
1 82 350.0 0
1 85 350.0 0
1 81 350.0 0
1 84 350.0 0
1 87 350.0 0
1 86 350.0 0
1 77 350.0 0
1 89 350.0 0
1 80 350.0 0
1 88 350.0 0
1 90 350.0 0
897 0 350.0 0
9 6 350.0 0
57 76 350.0 0
6 91 350.0 0
5 92 350.0 0
1 93 350.0 0
5 94 350.0 0
1 93 400.0 0
1 91 400.0 0
1 6 400.0 0
1 95 400.0 92
1 97 400.0 0
1 96 400.0 0
1 102 400.0 0
1 98 400.0 0
1 100 400.0 76
1 99 400.0 94
1 103 400.0 92
1 104 400.0 0
1 105 400.0 0
1 107 400.0 0
1 108 400.0 106
1 106 400.0 0
1 110 400.0 0
1 101 400.0 76
699 0 400.0 0
210 76 400.0 0
21 92 400.0 0
32 94 400.0 0
3 109 400.0 0
2 111 400.0 109
1 113 450.0 76
1 109 450.0 0
1 114 450.0 76
1 116 450.0 76
1 117 450.0 0
1 112 450.0 76
1 115 450.0 0
1 111 450.0 109
1 118 450.0 76
1 94 450.0 0
1 119 450.0 0
1 120 450.0 76
1 122 450.0 0
877 0 450.0 0
108 76 450.0 0
8 92 450.0 0
2 121 450.0 0
1 123 450.0 0
1 92 500.0 0
1 123 500.0 0
1 124 500.0 0
1 126 500.0 0
1 127 500.0 0
1 125 500.0 0
1 129 500.0 76
1 131 500.0 0
1 128 500.0 0
1 130 500.0 0
1 132 500.0 0
1 134 500.0 0
1 133 500.0 0
1 135 500.0 0
1 136 500.0 0
1 139 500.0 0
1 137 500.0 0
1 140 500.0 0
1 141 500.0 0
1 138 500.0 0
900 0 500.0 0
99 76 500.0 0
16 121 500.0 0
1 142 550.0 0
1 144 550.0 0
1 121 550.0 0
1 145 550.0 0
1 146 550.0 0
1 147 550.0 0
1 148 550.0 0
862 0 550.0 0
89 76 550.0 0
17 143 550.0 0
2 149 550.0 0
1 149 600.0 0
1 150 600.0 0
1 143 600.0 0
1 152 600.0 0
1 153 600.0 0
1 154 600.0 0
1 155 600.0 0
1 151 600.0 0
1 157 600.0 0
1 158 600.0 0
1 160 600.0 0
1 156 600.0 0
1 159 600.0 0
1 162 600.0 0
1 161 600.0 0
1 164 600.0 0
1 163 600.0 0
906 0 600.0 0
45 76 600.0 0
1 165 600.0 0
1 165 650.0 0
1 166 650.0 0
1 169 650.0 0
1 168 650.0 0
1 170 650.0 0
1 171 650.0 0
1 173 650.0 0
1 172 650.0 0
1 174 650.0 76
946 0 650.0 0
49 76 650.0 0
6 167 650.0 0
1 175 650.0 0
8 176 650.0 0
1 177 650.0 0
1 167 700.0 0
1 175 700.0 0
1 177 700.0 0
1 178 700.0 0
1 176 700.0 0
1 180 700.0 0
1 181 700.0 0
1 182 700.0 0
1 76 700.0 0
1 183 700.0 0
1 184 700.0 0
1 188 700.0 0
1 185 700.0 0
1 186 700.0 0
1 187 700.0 0
1 190 700.0 0
1 191 700.0 0
1022 0 700.0 0
34 179 700.0 0
2 189 700.0 0
1 192 700.0 0
1 189 750.0 0
1 192 750.0 0
1 193 750.0 0
1 194 750.0 0
1 195 750.0 179
1 197 750.0 0
1 196 750.0 0
1 198 750.0 179
1 200 750.0 0
1 201 750.0 0
893 0 750.0 0
91 179 750.0 0
1 199 750.0 179
1 202 800.0 0
1 203 800.0 0
1 204 800.0 0
1 206 800.0 0
1 205 800.0 0
1 207 800.0 0
1 209 800.0 0
1 208 800.0 0
1 211 800.0 0
1 212 800.0 0
1 214 800.0 0
1 215 800.0 0
1 216 800.0 0
1 218 800.0 0
1 213 800.0 0
1 219 800.0 0
1 220 800.0 0
1 221 800.0 0
973 0 800.0 0
11 179 800.0 0
17 199 800.0 179
3 210 800.0 0
3 217 800.0 0
2 222 800.0 0
1 217 850.0 0
1 223 850.0 0
1 210 850.0 0
1 222 850.0 0
1 224 850.0 0
1 225 850.0 0
1 228 850.0 0
1 230 850.0 0
1 227 850.0 0
1 229 850.0 0
1 231 850.0 0
1 232 850.0 0
1 233 850.0 0
1 226 850.0 0
1 179 850.0 0
1 199 850.0 179
1 236 850.0 0
1 234 850.0 0
1 235 850.0 0
1041 0 850.0 0
1 238 900.0 0
1 237 900.0 0
1 239 900.0 0
1 240 900.0 0
1 241 900.0 0
1 242 900.0 0
1 244 900.0 0
1 243 900.0 0
1 245 900.0 0
1 246 900.0 0
1 247 900.0 0
1 248 900.0 0
986 0 900.0 0
4 249 900.0 0
1 250 950.0 0
1 249 950.0 0
1 253 950.0 0
1 254 950.0 0
1 252 950.0 0
1 255 950.0 0
1 256 950.0 0
1 251 950.0 0
1 257 950.0 0
1 258 950.0 0
950 0 950.0 0
1 259 950.0 0
2 260 950.0 0
1 260 999.0 0
1 261 999.0 0
1 259 999.0 0
1 262 999.0 0
1 264 999.0 0
1 265 999.0 0
1 266 999.0 0
1 263 999.0 0
1 267 999.0 0
1 270 999.0 0
1 271 999.0 0
1 272 999.0 0
1 273 999.0 0
1 269 999.0 0
1 274 999.0 0
1004 0 999.0 0
33 268 999.0 0
3 275 999.0 0
5 276 999.0 0
1 277 999.0 0
