Size Id Time Ancestor
1 0   0.0 0
1 1  50.0 0
1 2  50.0 0
1 4  50.0 0
1 6  50.0 0
1 3  50.0 0
1 8  50.0 0
1 10  50.0 0
1 9  50.0 0
1 11  50.0 0
1 13  50.0 0
1 12  50.0 0
1 5  50.0 0
1 17  50.0 0
1 7  50.0 0
1 15  50.0 0
1 16  50.0 0
1 19  50.0 0
1 18  50.0 0
1 22  50.0 0
1 27  50.0 0
1 25  50.0 0
1 29  50.0 0
1 20  50.0 0
1 24  50.0 0
1 30  50.0 0
1 32  50.0 0
1 33  50.0 0
1 21  50.0 0
1 35  50.0 0
1 23  50.0 0
1 34  50.0 0
1 37  50.0 0
1 38  50.0 0
1 17  50.0 0
1 31  50.0 0
1 36  50.0 0
1 40  50.0 0
1 43  50.0 0
9974 0  50.0 0
23 14  50.0 0
6 26  50.0 0
7 28  50.0 0
4 39  50.0 0
1 41  50.0 0
3 42  50.0 0
1 44  50.0 0
1 45  50.0 0
1 41 100.0 0
1 45 100.0 0
1 48 100.0 0
1 47 100.0 0
1 39 100.0 0
1 46 100.0 0
1 49 100.0 0
1 26 100.0 0
1 50 100.0 0
1 51 100.0 0
1 54 100.0 0
1 28 100.0 0
1 52 100.0 0
1 55 100.0 0
1 56 100.0 0
1 57 100.0 0
1 59 100.0 0
1 42 100.0 0
1 58 100.0 0
1 66 100.0 0
1 63 100.0 0
1 64 100.0 0
1 65 100.0 0
1 66 100.0 0
1 73 100.0 0
1 74 100.0 0
1 72 100.0 0
1 75 100.0 0
1 76 100.0 0
1 70 100.0 0
1 78 100.0 0
1 53 100.0 0
1 80 100.0 0
1 81 100.0 0
1 85 100.0 71
1 60 100.0 0
1 68 100.0 0
1 82 100.0 0
1 86 100.0 0
1 77 100.0 0
1 83 100.0 0
1 89 100.0 0
1 88 100.0 0
1 91 100.0 0
1 96 100.0 0
1 87 100.0 0
1 97 100.0 0
1 98 100.0 0
1 71 100.0 0
1 104 100.0 0
1 105 100.0 0
1 84 100.0 14
1 105 100.0 0
1 90 100.0 0
1 107 100.0 0
1 95 100.0 0
1 102 100.0 0
9608 0 100.0 0
122 14 100.0 0
34 44 100.0 0
28 61 100.0 0
7 62 100.0 0
10 67 100.0 0
1 69 100.0 0
21 79 100.0 0
2 92 100.0 0
11 93 100.0 0
7 94 100.0 0
1 99 100.0 0
11 100 100.0 0
3 101 100.0 0
3 103 100.0 0
2 106 100.0 0
3 108 100.0 0
2 109 100.0 0
1 69 150.0 0
1 99 150.0 0
1 103 150.0 0
1 106 150.0 0
1 108 150.0 0
1 109 150.0 0
1 111 150.0 0
1 114 150.0 0
1 110 150.0 0
1 113 150.0 0
1 116 150.0 0
1 115 150.0 0
1 119 150.0 0
1 120 150.0 0
1 101 150.0 0
1 122 150.0 0
1 94 150.0 0
1 99 150.0 0
1 125 150.0 0
1 62 150.0 0
1 93 150.0 0
1 127 150.0 0
1 100 150.0 0
1 121 150.0 0
1 61 150.0 0
1 131 150.0 0
1 112 150.0 0
1 133 150.0 0
1 118 150.0 61
1 123 150.0 0
1 126 150.0 0
1 130 150.0 0
1 137 150.0 0
1 139 150.0 0
1 136 150.0 0
1 141 150.0 0
1 143 150.0 0
1 134 150.0 0
1 140 150.0 0
1 142 150.0 0
1 144 150.0 0
1 132 150.0 0
1 146 150.0 0
1 150 150.0 0
1 124 150.0 0
1 135 150.0 0
1 154 150.0 0
1 155 150.0 0
1 145 150.0 0
1 153 150.0 0
1 129 150.0 0
1 153 150.0 0
1 129 150.0 0
1 147 150.0 0
1 158 150.0 0
1 92 150.0 0
1 157 150.0 0
1 161 150.0 0
1 163 150.0 0
1 148 150.0 79
1 152 150.0 0
1 162 150.0 0
1 151 150.0 0
1 149 150.0 0
1 138 150.0 0
1 159 150.0 0
1 164 150.0 0
1 166 150.0 0
1 168 150.0 160
1 170 150.0 0
1 172 150.0 0
1 171 150.0 0
1 173 150.0 0
1 167 150.0 0
1 169 150.0 0
1 175 150.0 0
1 177 150.0 0
1 165 150.0 14
1 181 150.0 0
1 176 150.0 0
1 179 150.0 0
1 180 150.0 0
1 117 150.0 0
1 183 150.0 0
1 186 150.0 0
1 188 150.0 0
9872 0 150.0 0
139 14 150.0 0
23 44 150.0 0
43 67 150.0 0
58 79 150.0 0
8 128 150.0 0
8 156 150.0 0
11 160 150.0 0
4 174 150.0 14
1 178 150.0 0
5 180 150.0 0
4 182 150.0 0
2 184 150.0 0
6 185 150.0 0
1 187 150.0 0
1 189 150.0 0
1 190 150.0 0
1 191 150.0 0
1 178 200.0 0
1 182 200.0 0
1 187 200.0 0
1 185 200.0 0
1 189 200.0 0
1 190 200.0 0
1 180 200.0 0
1 193 200.0 0
1 194 200.0 0
1 196 200.0 0
1 195 200.0 0
1 156 200.0 0
1 184 200.0 0
1 192 200.0 0
1 178 200.0 0
1 191 200.0 0
1 199 200.0 0
1 198 200.0 0
1 202 200.0 0
1 128 200.0 0
1 200 200.0 0
1 204 200.0 0
1 207 200.0 0
1 201 200.0 0
1 209 200.0 0
1 211 200.0 0
1 215 200.0 0
1 210 200.0 0
1 213 200.0 0
1 209 200.0 0
1 216 200.0 0
1 206 200.0 0
1 206 200.0 0
1 208 200.0 0
1 212 200.0 0
1 219 200.0 0
1 221 200.0 0
1 226 200.0 0
1 227 200.0 0
1 217 200.0 0
1 224 200.0 0
1 228 200.0 0
1 229 200.0 0
1 174 200.0 14
1 220 200.0 0
1 44 200.0 0
1 222 200.0 0
1 231 200.0 0
1 233 200.0 0
1 203 200.0 0
1 237 200.0 0
1 214 200.0 0
1 225 200.0 0
1 230 200.0 0
1 230 200.0 0
1 235 200.0 0
1 239 200.0 0
1 238 200.0 0
1 223 200.0 0
1 234 200.0 0
1 205 200.0 0
1 242 200.0 0
1 244 200.0 0
1 247 200.0 0
1 251 200.0 0
1 236 200.0 0
1 244 200.0 0
1 246 200.0 0
1 250 200.0 0
1 252 200.0 0
1 241 200.0 0
1 254 200.0 0
1 253 200.0 0
1 258 200.0 0
1 218 200.0 0
1 248 200.0 0
1 255 200.0 0
1 260 200.0 0
10136 0 200.0 0
41 14 200.0 0
39 67 200.0 0
30 79 200.0 0
10 160 200.0 0
11 197 200.0 0
22 232 200.0 0
4 240 200.0 0
2 243 200.0 0
4 245 200.0 0
2 249 200.0 0
7 256 200.0 0
5 257 200.0 0
1 259 200.0 0
1 197 250.0 0
1 249 250.0 0
1 259 250.0 0
1 243 250.0 0
1 240 250.0 0
1 257 250.0 0
1 261 250.0 0
1 262 250.0 0
1 264 250.0 0
1 265 250.0 0
1 256 250.0 0
1 268 250.0 0
1 270 250.0 0
1 273 250.0 0
1 245 250.0 0
1 269 250.0 0
1 271 250.0 0
1 263 250.0 0
1 275 250.0 0
1 267 250.0 0
1 278 250.0 0
1 279 250.0 0
1 272 250.0 0
1 276 250.0 0
1 277 250.0 0
1 281 250.0 0
1 282 250.0 0
1 283 250.0 266
1 286 250.0 0
1 290 250.0 0
1 285 250.0 0
1 288 250.0 0
1 291 250.0 0
1 293 250.0 0
1 292 250.0 0
1 294 250.0 0
1 287 250.0 0
1 289 250.0 0
1 295 250.0 0
1 296 250.0 0
1 298 250.0 0
1 299 250.0 0
1 301 250.0 0
1 302 250.0 232
1 305 250.0 0
1 309 250.0 0
1 307 250.0 0
1 304 250.0 0
1 312 250.0 0
1 311 250.0 0
1 313 250.0 0
1 303 250.0 0
1 315 250.0 0
1 318 250.0 0
1 316 250.0 0
1 306 250.0 0
1 319 250.0 0
1 324 250.0 0
1 323 250.0 0
1 300 250.0 0
1 160 250.0 0
1 327 250.0 0
1 317 250.0 0
1 330 250.0 0
1 232 250.0 0
1 320 250.0 0
1 335 250.0 0
1 325 250.0 0
1 334 250.0 0
1 335 250.0 0
9977 0 250.0 0
30 14 250.0 0
4 67 250.0 0
45 79 250.0 0
7 266 250.0 0
10 274 250.0 0
19 280 250.0 0
3 281 250.0 0
26 284 250.0 0
3 297 250.0 0
3 308 250.0 0
5 310 250.0 0
3 314 250.0 0
1 321 250.0 0
4 322 250.0 0
9 326 250.0 0
7 328 250.0 0
1 329 250.0 322
1 331 250.0 0
4 332 250.0 0
3 333 250.0 0
1 336 250.0 0
1 337 250.0 326
1 338 250.0 0
1 339 250.0 0
1 308 300.0 0
1 314 300.0 0
1 329 300.0 322
1 333 300.0 0
1 337 300.0 326
1 338 300.0 0
1 297 300.0 0
1 266 300.0 0
1 331 300.0 0
1 336 300.0 0
1 340 300.0 0
1 67 300.0 0
1 328 300.0 0
1 332 300.0 0
1 339 300.0 0
1 341 300.0 0
