"","qRange","qDp10"
"1",0.01,4.8857764677909
"2",0.0100926219098705,4.88474225317649
"3",0.0101861017015598,4.88369889566418
"4",0.0102804473209331,4.88264631852879
"5",0.0103756667874519,4.88158444447817
"6",0.0104717681948552,4.88051319565048
"7",0.010568759711848,4.87943249361149
"8",0.0106666495827954,4.87834225935194
"9",0.0107654461284232,4.87724241328488
"10",0.0108651577465254,4.87613287524306
"11",0.0109657929126781,4.87501356447635
"12",0.0110673601809597,4.87388439964912
"13",0.0111698681846782,4.87274529883772
"14",0.0112733256371049,4.87159617952797
"15",0.0113777413322149,4.87043695861263
"16",0.0114831241454351,4.86926755238895
"17",0.0115894830343981,4.86808787655624
"18",0.0116968270397039,4.86689784621342
"19",0.011805165285688,4.86569737585668
"20",0.0119145069811978,4.86448637937712
"21",0.0120248614203741,4.86326477005845
"22",0.0121362379834424,4.86203246057466
"23",0.0122486461375093,4.86078936298786
"24",0.0123620954373677,4.85953538874599
"25",0.0124765955263087,4.85827044868071
"26",0.0125921561369415,4.85699445300527
"27",0.0127087870920206,4.85570731131236
"28",0.0128264983052806,4.85440893257215
"29",0.0129452997822792,4.85309922513025
"30",0.0130652016212472,4.85177809670573
"31",0.0131862140139475,4.85044545438928
"32",0.0133083472465408,4.84910120464126
"33",0.0134316117004602,4.84774525328996
"34",0.0135560178532937,4.84637750552982
"35",0.0136815762796747,4.8449978659197
"36",0.0138082976521809,4.84360623838125
"37",0.0139361927422414,4.84220252619731
"38",0.0140652724210524,4.84078663201035
"39",0.014195547660501,4.83935845782101
"40",0.0143270295340983,4.83791790498668
"41",0.0144597292179202,4.83646487422013
"42",0.0145936579915576,4.83499926558819
"43",0.014728827239075,4.83352097851058
"44",0.0148652484499786,4.83202991175872
"45",0.0150029332201922,4.83052596345461
"46",0.0151418932530435,4.82900903106985
"47",0.0152821403602587,4.82747901142469
"48",0.0154236864629663,4.82593580068714
"49",0.0155665435927106,4.82437929437218
"50",0.0157107238924745,4.82280938734106
"51",0.0158562396177114,4.82122597380064
"52",0.016003103137387,4.81962894730287
"53",0.0161513269350309,4.8180182007443
"54",0.0163009236097974,4.81639362636573
"55",0.0164519058775366,4.8147551157519
"56",0.0166042865718753,4.8131025598313
"57",0.0167580786453077,4.81143584887606
"58",0.0169132951702965,4.80975487250198
"59",0.0170699493403841,4.8080595196686
"60",0.0172280544713139,4.80634967867937
"61",0.0173876240021625,4.80462523718202
"62",0.0175486714964815,4.80288608216889
"63",0.0177112106434509,4.8011320999775
"64",0.0178752552590424,4.79936317629116
"65",0.0180408192871938,4.79757919613968
"66",0.0182079168009946,4.79578004390029
"67",0.0183765620038817,4.79396560329854
"68",0.018546769230847,4.79213575740947
"69",0.0187185529496558,4.79029038865878
"70",0.0188919277620767,4.7884293788242
"71",0.0190669084051225,4.78655260903696
"72",0.0192435097523033,4.78465995978343
"73",0.0194217468148903,4.78275131090683
"74",0.0196016347431919,4.78082654160913
"75",0.0197831888278416,4.77888553045311
"76",0.0199664245010979,4.77692815536449
"77",0.0201513573381556,4.77495429363426
"78",0.0203380030584698,4.77296382192118
"79",0.0205263775270925,4.7709566162544
"80",0.0207164967560207,4.76893255203621
"81",0.0209083769055575,4.76689150404504
"82",0.021102034285686,4.76483334643853
"83",0.0212974853574552,4.76275795275681
"84",0.0214947467343798,4.76066519592598
"85",0.0216938351838518,4.7585549482617
"86",0.0218947676285662,4.75642708147302
"87",0.022097561147959,4.75428146666632
"88",0.0223022329796594,4.75211797434951
"89",0.0225088005209546,4.7499364744364
"90",0.0227172813302691,4.74773683625122
"91",0.0229276931286565,4.74551892853336
"92",0.0231400538013065,4.74328261944233
"93",0.0233543813990648,4.74102777656293
"94",0.0235706941399673,4.73875426691056
"95",0.0237890104107889,4.73646195693681
"96",0.0240093487686065,4.73415071253527
"97",0.024231727942376,4.73182039904747
"98",0.0244561668345245,4.72947088126917
"99",0.0246826845225569,4.72710202345679
"100",0.0249113002606779,4.72471368933409
"101",0.025142033481428,4.7223057420991
"102",0.0253749037973357,4.71987804443127
"103",0.0256099310025846,4.71743045849892
"104",0.0258471350746956,4.71496284596686
"105",0.0260865361762255,4.7124750680043
"106",0.0263281546564802,4.70996698529304
"107",0.0265720110532451,4.7074384580359
"108",0.0268181260945302,4.70488934596541
"109",0.0270665207003324,4.70231950835279
"110",0.0273172159844138,4.69972880401719
"111",0.0275702332560958,4.69711709133524
"112",0.0278255940220712,4.69448422825084
"113",0.0280833199882317,4.69183007228528
"114",0.0283434330615131,4.68915448054765
"115",0.0286059553517574,4.68645730974554
"116",0.0288709091735924,4.68373841619601
"117",0.0291383170483279,4.680997655837
"118",0.0294082017058706,4.67823488423887
"119",0.029680586086656,4.6754499566164
"120",0.0299554933435981,4.67264272784107
"121",0.0302329468440578,4.66981305245369
"122",0.0305129701718287,4.66696078467731
"123",0.0307955871291423,4.66408577843053
"124",0.0310808217386906,4.66118788734113
"125",0.0313686982456688,4.65826696476009
"126",0.0316592411198352,4.65532286377589
"127",0.0319524750575921,4.65235543722924
"128",0.0322484249840844,4.64936453772819
"129",0.0325471160553185,4.64635001766349
"130",0.0328485736603004,4.64331172922454
"131",0.0331528234231942,4.6402495244155
"132",0.0334598912054997,4.63716325507195
"133",0.0337698031082509,4.63405277287789
"134",0.0340825854742345,4.63091792938311
"135",0.0343982648902292,4.62775857602101
"136",0.0347168681892656,4.62457456412686
"137",0.0350384224529067,4.62136574495637
"138",0.0353629550135504,4.61813196970481
"139",0.0356904934567523,4.61487308952648
"140",0.0360210656235707,4.61158895555461
"141",0.0363546996129332,4.6082794189218
"142",0.0366914237840249,4.60494433078076
"143",0.0370312667586993,4.60158354232561
"144",0.0373742574239106,4.59819690481361
"145",0.03772042493417,4.59478426958734
"146",0.0380697987140229,4.59134548809737
"147",0.0384224084605506,4.58788041192538
"148",0.0387782841458946,4.58438889280776
"149",0.0391374560198038,4.58087078265976
"150",0.0394999546122064,4.57732593360005
"151",0.0398658107358044,4.5737541979758
"152",0.0402350554886929,4.57015542838831
"153",0.0406077202570037,4.56652947771911
"154",0.0409838367175726,4.56287619915654
"155",0.0413634368406327,4.55919544622294
